Voice Name (Persona),Category,Script Text,FILENAME,Stability,Similarity,Style
Auntie Belle,NUMBER CALL,"[excited] Mark your cards for N38!,[Long Pause] N!...Three Eight!,[Long Pause] [shouting] ...Final Call:... N38!!...",03_N-38_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] Movin' right along to N39!,[Long Pause] Smooth like good bourbon!,[Long Pause] N!...Three Nine!,[Long Pause] [shouting] ...Final Call:... N39!!...",03_N-39_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Next up, we got N40!,[Long Pause] N!...Four Zero!,[Long Pause] [shouting] ...Final Call:... N40!!...",03_N-40_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] I'm holdin' an N41!,[Long Pause] N!...Four One!,[Long Pause] [shouting] ...Final Call:... N41!!...",03_N-41_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] Here's an N42!,[Long Pause] N!...Four Two!,[Long Pause] [shouting] ...Final Call:... N42!!...",03_N-42_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] We got N43!,[Long Pause] Just keepin' a steady pace!,[Long Pause] N!...Four Three!,[Long Pause] [shouting] ...Final Call:... N43!!...",03_N-43_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Alright, it's N44!,[Long Pause] N!...Four Four!,[Long Pause] [shouting] ...Final Call:... N44!!...",03_N-44_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Last of the N's! It's N45!,[Long Pause] Right in the middle of the pack!,[Long Pause] N!...Four Five!,[Long Pause] [shouting] ...Final Call:... N45!!...",03_N-45_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] I'm holdin' a G46!,[Long Pause] G!...Four Six!,[Long Pause] [shouting] ...Final Call:... G46!!...",04_G-46_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Next up, G47!,[Long Pause] G!...Four Seven!,[Long Pause] [shouting] ...Final Call:... G47!!...",04_G-47_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] We got a G48!,[Long Pause] G!...Four Eight!,[Long Pause] [shouting] ...Final Call:... G48!!...",04_G-48_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Headin' west for gold! It's G49!,[Long Pause] G!...Four Nine!,[Long Pause] [shouting] ...Final Call:... G49!!...",04_G-49_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] Lookin' for G50!,[Long Pause] Half a hundred!,[Long Pause] G!...Five Zero!,[Long Pause] [shouting] ...Final Call:... G50!!...",04_G-50_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Alright, it's G51!,[Long Pause] G!...Five One!,[Long Pause] [shouting] ...Final Call:... G51!!...",04_G-51_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Here comes G52!,[Long Pause] Full deck of cards!,[Long Pause] G!...Five Two!,[Long Pause] [shouting] ...Final Call:... G52!!...",04_G-52_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Mark your cards for G53!,[Long Pause] G!...Five Three!,[Long Pause] [shouting] ...Final Call:... G53!!...",04_G-53_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Pullin' out G54!,[Long Pause] G!...Five Four!,[Long Pause] [shouting] ...Final Call:... G54!!...",04_G-54_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] We got a G55!,[Long Pause] Speed limit on the old highway!,[Long Pause] G!...Five Five!,[Long Pause] [shouting] ...Final Call:... G55!!...",04_G-55_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] Next up is G56!,[Long Pause] G!...Five Six!,[Long Pause] [shouting] ...Final Call:... G56!!...",04_G-56_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Let's see here! It's G57!,[Long Pause] All them varieties!,[Long Pause] G!...Five Seven!,[Long Pause] [shouting] ...Final Call:... G57!!...",04_G-57_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Check your boards for G58!,[Long Pause] G!...Five Eight!,[Long Pause] [shouting] ...Final Call:... G58!!...",04_G-58_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Alright, it's G59!,[Long Pause] G!...Five Nine!,[Long Pause] [shouting] ...Final Call:... G59!!...",04_G-59_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Last of the G's! It's G60!,[Long Pause] Right on the dot!,[Long Pause] G!...Six Zero!,[Long Pause] [shouting] ...Final Call:... G60!!...",04_G-60_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Movin' to the O's! We got O61!,[Long Pause] O!...Six One!,[Long Pause] [shouting] ...Final Call:... O61!!...",05_O-61_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Next out is O62!,[Long Pause] O!...Six Two!,[Long Pause] [shouting] ...Final Call:... O62!!...",05_O-62_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Pullin' an O63!,[Long Pause] O!...Six Three!,[Long Pause] [shouting] ...Final Call:... O63!!...",05_O-63_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Here comes O64!,[Long Pause] Don't go wanderin' off now!,[Long Pause] O!...Six Four!,[Long Pause] [shouting] ...Final Call:... O64!!...",05_O-64_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] Well now, we got an O65!,[Long Pause] Time to retire!,[Long Pause] O!...Six Five!,[Long Pause] [shouting] ...Final Call:... O65!!...",05_O-65_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Alright, it's O66!,[Long Pause] Get your kicks!,[Long Pause] O!...Six Six!,[Long Pause] [shouting] ...Final Call:... O66!!...",05_O-66_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Lookin' for O67!,[Long Pause] O!...Six Seven!,[Long Pause] [shouting] ...Final Call:... O67!!...",05_O-67_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Mark your cards for O68!,[Long Pause] O!...Six Eight!,[Long Pause] [shouting] ...Final Call:... O68!!...",05_O-68_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] We got an O69!,[Long Pause] O!...Six Nine!,[Long Pause] [shouting] ...Final Call:... O69!!...",05_O-69_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Next up, O70!,[Long Pause] Three score and ten!,[Long Pause] O!...Seven Zero!,[Long Pause] [shouting] ...Final Call:... O70!!...",05_O-70_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Checkin' the bucket for O71!,[Long Pause] O!...Seven One!,[Long Pause] [shouting] ...Final Call:... O71!!...",05_O-71_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[shouting] Here's an O72!,[Long Pause] O!...Seven Two!,[Long Pause] [shouting] ...Final Call:... O72!!...",05_O-72_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[playful] Alright, it's O73!,[Long Pause] Almost at the end of the line!,[Long Pause] O!...Seven Three!,[Long Pause] [shouting] ...Final Call:... O73!!...",05_O-73_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[excited] We got O74!,[Long Pause] O!...Seven Four!,[Long Pause] [shouting] ...Final Call:... O74!!...",05_O-74_AUNTIE_BELLE,0.8,0.8,0
Auntie Belle,NUMBER CALL,"[warmly] Last one in this batch is O75!,[Long Pause] The biggest number in the bucket!,[Long Pause] O!...Seven Five!,[Long Pause] [shouting] ...Final Call:... O75!!...",05_O-75_AUNTIE_BELLE,0.8,0.8,0
