Voice Name (Persona),Category,Script Text,FILENAME,Question Only,Answer Only,Stability,Similarity,Style
Uncle Bull Balladeer,NUMBER CALL,"[playful] What historic venue is known as the Mother Church of Country Music?![long pause] Check your cards, we need to know what venue is the Mother Church?![long pause] Last call! [short pause] What historic venue is known as the Mother Church of Country Music?![long pause] The right answer is Ryman Auditorium! [short pause] That's Ryman Auditorium! [laughs] It was the original home of the Grand Ole Opry for over thirty years!",Ryman_Auditorium_UNCLE_BULL,What historic venue is known as the Mother Church of Country Music?,Ryman Auditorium,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Let's see who knows their country history! [short pause] What California city gave us the gritty country sound of Buck Owens and Merle Haggard?![long pause] Second time around, we're lookin' for what city is the home of the California country sound?![long pause] Last call! [short pause] What California city gave us the gritty country sound of Buck Owens and Merle Haggard?![long pause] The answer we're lookin' for is Bakersfield! [short pause] That's Bakersfield! [informative] The Bakersfield Sound was a direct rebellion against the slickly produced Nashville sound!",Bakersfield_UNCLE_BULL,What California city gave us the gritty country sound of Buck Owens and Merle Haggard?,Bakersfield,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] What California prison did Johnny Cash famously record a live album at in 1968?![long pause] For the second time, what prison did Johnny Cash play at in 1968?![long pause] Final time I'm askin'! [short pause] What California prison did Johnny Cash famously record a live album at in 1968?![long pause] The right answer is Folsom Prison! [short pause] That's Folsom Prison! [smiles] The live album recorded there totally revitalized his entire career!",Folsom_Prison_UNCLE_BULL,What California prison did Johnny Cash famously record a live album at in 1968?,Folsom Prison,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] Alright, let's keep it movin' with this question! [short pause] What Texas town did Waylon and Willie sing about going to?![long pause] Check your cards, we need to know what Texas town did Waylon and Willie sing about?![long pause] Final time on this one! [short pause] What Texas town did Waylon and Willie sing about going to?![long pause] The right answer is Luckenbach! [short pause] That's Luckenbach! [chuckling] The song made the tiny town an absolute tourist destination for country fans!",Luckenbach_UNCLE_BULL,What Texas town did Waylon and Willie sing about going to?,Luckenbach,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Let's see who knows their country history! [short pause] What famous Nashville cafe is the ultimate proving ground for country songwriters?![long pause] For the second time, what is the famous songwriter cafe in Nashville?![long pause] Last warning, folks! [short pause] What famous Nashville cafe is the ultimate proving ground for country songwriters?![long pause] The right answer is Bluebird Cafe! [short pause] That's Bluebird Cafe! [sweetly] Taylor Swift was famously discovered while playing a gig there!",Bluebird_Cafe_UNCLE_BULL,What famous Nashville cafe is the ultimate proving ground for country songwriters?,Bluebird Cafe,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Here comes your next trivia question! [short pause] What is the name of the famous neon-lit street in downtown Nashville?![long pause] Second time around, we're lookin' for what is the famous street of honky-tonks in Nashville?![long pause] Final time on this one! [short pause] What is the name of the famous neon-lit street in downtown Nashville?![long pause] Check those cards for Broadway! [short pause] That's Broadway! [informative] It is packed wall-to-wall with multi-story bars owned by massive country stars!",Broadway_UNCLE_BULL,What is the name of the famous neon-lit street in downtown Nashville?,Broadway,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] Here comes your next trivia question! [short pause] What state is famously associated with John Denver's Country Roads?![long pause] Listen close, I'm askin' what state is Country Roads about?![long pause] Final time on this one! [short pause] What state is famously associated with John Denver's Country Roads?![long pause] The answer we need is West Virginia! [short pause] That's West Virginia! [smiles] The song is actually an official state anthem of West Virginia!",West_Virginia_UNCLE_BULL,What state is famously associated with John Denver's Country Roads?,West Virginia,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Let's kick things up a notch with this question! [short pause] What state is George Strait singin' about when he says all his exes live there?![long pause] Listen close, I'm askin' what state do all of George Strait's exes live in?![long pause] Last call! [short pause] What state is George Strait singin' about when he says all his exes live there?![long pause] The answer we're lookin' for is Texas! [short pause] That's Texas! [sweetly] That classic hit won him a Grammy nomination back in 1988!",Texas_UNCLE_BULL,What state is George Strait singin' about when he says all his exes live there?,Texas,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Let's see who knows their country history! [short pause] George Jones was famously known by what animal-inspired nickname?![long pause] Second time around, we're lookin' for what was George Jones's nickname?![long pause] Third and final time! [short pause] George Jones was famously known by what animal-inspired nickname?![long pause] You should be lookin' for The Possum! [short pause] That's The Possum! [chuckling] He got the nickname early in his career because of his facial features!",The_Possum_UNCLE_BULL,George Jones was famously known by what animal-inspired nickname?,The Possum,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Get those daubers ready for this one! [short pause] Who is affectionately known around the world as the Queen of Country?![long pause] Listen close, I'm askin' who is the Queen of Country?![long pause] Last call! [short pause] Who is affectionately known around the world as the Queen of Country?![long pause] Check those cards for Dolly Parton! [short pause] That's Dolly Parton! [sweetly] She is one of the most successful and philanthropic entertainers in American history!",Dolly_Parton_UNCLE_BULL,Who is affectionately known around the world as the Queen of Country?,Dolly Parton,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Get those daubers ready for this one! [short pause] What was the legendary moniker given to Johnny Cash based on his wardrobe?![long pause] Second time around, we're lookin' for what was Johnny Cash's famous nickname?![long pause] Last warning, folks! [short pause] What was the legendary moniker given to Johnny Cash based on his wardrobe?![long pause] The answer we're lookin' for is The Man in Black! [short pause] That's The Man in Black! [chuckling] He wore black to protest the treatment of poor and hungry people!",The_Man_in_Black_UNCLE_BULL,What was the legendary moniker given to Johnny Cash based on his wardrobe?,The Man in Black,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] Get those daubers ready for this one! [short pause] Who is known to her millions of fans as the Coal Miner's Daughter?![long pause] Listen close, I'm askin' who is the Coal Miner's Daughter?![long pause] Final time I'm askin'! [short pause] Who is known to her millions of fans as the Coal Miner's Daughter?![long pause] You should be lookin' for Loretta Lynn! [short pause] That's Loretta Lynn! [sweetly] Her autobiography and the subsequent movie were massive cultural phenomena!",Loretta_Lynn_UNCLE_BULL,Who is known to her millions of fans as the Coal Miner's Daughter?,Loretta Lynn,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] Get those daubers ready for this one! [short pause] Willie Nelson is famously known by what colorful nickname?![long pause] For the second time, what is Willie Nelson's nickname?![long pause] Last call! [short pause] Willie Nelson is famously known by what colorful nickname?![long pause] The answer we're lookin' for is The Red Headed Stranger! [short pause] That's The Red Headed Stranger! [sweetly] It was the title of his iconic 1975 concept album!",The_Red_Headed_Stranger_UNCLE_BULL,Willie Nelson is famously known by what colorful nickname?,The Red Headed Stranger,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] What country superstar earned the nickname The Chief?![long pause] For the second time, who is known as The Chief?![long pause] Third and final time! [short pause] What country superstar earned the nickname The Chief?![long pause] The answer we're lookin' for is Eric Church! [short pause] That's Eric Church! [smiles] He earned the nickname from his signature aviator sunglasses and rebellious attitude!",Eric_Church_UNCLE_BULL,What country superstar earned the nickname The Chief?,Eric Church,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] And here we go with this next question! [short pause] What was the nickname of legendary outlaw Merle Haggard?![long pause] For the second time, what was Merle Haggard's nickname?![long pause] Last call! [short pause] What was the nickname of legendary outlaw Merle Haggard?![long pause] Check those cards for The Hag! [short pause] That's The Hag! [laughs] He actually spent time in San Quentin prison before launching his legendary career!",The_Hag_UNCLE_BULL,What was the nickname of legendary outlaw Merle Haggard?,The Hag,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] Here comes your next trivia question! [short pause] Who is universally recognized as the King of Country?![long pause] Think about it, who knows who is the King of Country?![long pause] Third and final time! [short pause] Who is universally recognized as the King of Country?![long pause] The answer we need is George Strait! [short pause] That's George Strait! [laughs] He has amassed more number one hits than any other artist in a single genre!",George_Strait_UNCLE_BULL,Who is universally recognized as the King of Country?,George Strait,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Here comes your next trivia question! [short pause] What superstar is known as the Queen of Country Pop?![long pause] Listen close, I'm askin' who is the Queen of Country Pop?![long pause] Final time on this one! [short pause] What superstar is known as the Queen of Country Pop?![long pause] You should be lookin' for Shania Twain! [short pause] That's Shania Twain! [chuckling] Her album Come On Over is the best-selling country album of all time!",Shania_Twain_UNCLE_BULL,What superstar is known as the Queen of Country Pop?,Shania Twain,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] What legendary singer was simply known as The Gambler?![long pause] Second time around, we're lookin' for who was known as The Gambler?![long pause] Final time I'm askin'! [short pause] What legendary singer was simply known as The Gambler?![long pause] The answer we need is Kenny Rogers! [short pause] That's Kenny Rogers! [amazed] The song was so popular it spawned a series of made-for-television movies!",Kenny_Rogers_UNCLE_BULL,What legendary singer was simply known as The Gambler?,Kenny Rogers,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] Get those daubers ready for this one! [short pause] What hit television show features Reba McEntire as a fiery single mother?![long pause] For the second time, what sitcom starred Reba McEntire?![long pause] Final time on this one! [short pause] What hit television show features Reba McEntire as a fiery single mother?![long pause] Check those cards for Reba! [short pause] That's Reba! [chuckling] The show ran for six seasons and was a massive television hit!",Reba_UNCLE_BULL,What hit television show features Reba McEntire as a fiery single mother?,Reba,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Let's see who knows their country history! [short pause] What hit TV show did Blake Shelton coach on for twenty-three seasons?![long pause] Listen close, I'm askin' what singing show did Blake Shelton coach on?![long pause] Final time I'm askin'! [short pause] What hit TV show did Blake Shelton coach on for twenty-three seasons?![long pause] The answer we need is The Voice! [short pause] That's The Voice! [amazed] He won the show an incredible nine times during his legendary run!",The_Voice_UNCLE_BULL,What hit TV show did Blake Shelton coach on for twenty-three seasons?,The Voice,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] What reality singing competition launched the career of Carrie Underwood?![long pause] Listen close, I'm askin' what show did Carrie Underwood win?![long pause] Last call! [short pause] What reality singing competition launched the career of Carrie Underwood?![long pause] The answer we need is American Idol! [short pause] That's American Idol! [smiles] She won season four and became a massive country superstar!",American_Idol_UNCLE_BULL,What reality singing competition launched the career of Carrie Underwood?,American Idol,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] And here we go with this next question! [short pause] What hit nineties movie starred Whitney Houston and featured Dolly Parton's song I Will Always Love You?![long pause] Second time around, we're lookin' for what movie featured I Will Always Love You?![long pause] Third and final time! [short pause] What hit nineties movie starred Whitney Houston and featured Dolly Parton's song I Will Always Love You?![long pause] Check those cards for The Bodyguard! [short pause] That's The Bodyguard! [sweetly] Dolly Parton made a fortune off the royalties from Whitney's massive cover!",The_Bodyguard_UNCLE_BULL,What hit nineties movie starred Whitney Houston and featured Dolly Parton's song I Will Always Love You?,The Bodyguard,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] Here comes your next trivia question! [short pause] What movie starring John Travolta reignited the country line dancing craze in 1980?![long pause] Second time around, we're lookin' for what movie started the line dancing craze in 1980?![long pause] Final time on this one! [short pause] What movie starring John Travolta reignited the country line dancing craze in 1980?![long pause] The right answer is Urban Cowboy! [short pause] That's Urban Cowboy! [informative] The movie made mechanical bulls an absolute must-have in country bars!",Urban_Cowboy_UNCLE_BULL,What movie starring John Travolta reignited the country line dancing craze in 1980?,Urban Cowboy,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] What hit modern TV show features Lainey Wilson and a ton of independent country music?![long pause] Listen close, I'm askin' what hit cowboy show features Lainey Wilson?![long pause] Final time on this one! [short pause] What hit modern TV show features Lainey Wilson and a ton of independent country music?![long pause] Check those cards for Yellowstone! [short pause] That's Yellowstone! [smiles] The show's soundtrack has launched the careers of multiple independent country artists!",Yellowstone_UNCLE_BULL,What hit modern TV show features Lainey Wilson and a ton of independent country music?,Yellowstone,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] Let's see who knows their country history! [short pause] What classic movie starred George Strait as a singer named Dusty Chandler?![long pause] Think about it, who knows what movie starred George Strait?![long pause] Final time on this one! [short pause] What classic movie starred George Strait as a singer named Dusty Chandler?![long pause] You should be lookin' for Pure Country! [short pause] That's Pure Country! [smiles] The soundtrack became his most commercially successful album of all time!",Pure_Country_UNCLE_BULL,What classic movie starred George Strait as a singer named Dusty Chandler?,Pure Country,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] What Coen Brothers movie gave us the hit song I Am A Man Of Constant Sorrow?![long pause] For the second time, what movie featured Man Of Constant Sorrow?![long pause] Final time I'm askin'! [short pause] What Coen Brothers movie gave us the hit song I Am A Man Of Constant Sorrow?![long pause] The right answer is O Brother Where Art Thou! [short pause] That's O Brother Where Art Thou! [laughs] The soundtrack won the Grammy for Album of the Year in 2002!",O_Brother_Where_Art_Thou_UNCLE_BULL,What Coen Brothers movie gave us the hit song I Am A Man Of Constant Sorrow?,O Brother Where Art Thou,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Here comes your next trivia question! [short pause] What famous actor played Johnny Cash in the movie Walk the Line?![long pause] Check your cards, we need to know who played Johnny Cash in Walk the Line?![long pause] Last warning, folks! [short pause] What famous actor played Johnny Cash in the movie Walk the Line?![long pause] The right answer is Joaquin Phoenix! [short pause] That's Joaquin Phoenix! [sweetly] He actually learned to sing and play guitar to perform all the songs himself!",Joaquin_Phoenix_UNCLE_BULL,What famous actor played Johnny Cash in the movie Walk the Line?,Joaquin Phoenix,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Let's see who knows their pop culture! [short pause] What classic Burt Reynolds movie featured Jerry Reed's massive truck driving anthem, East Bound and Down?![long pause] Second time around, we're lookin' for what movie gave us East Bound and Down?![long pause] Final time I'm askin'! [short pause] What classic Burt Reynolds movie featured Jerry Reed's massive truck driving anthem, East Bound and Down?![long pause] The answer we're lookin' for is Smokey and the Bandit! [short pause] That's Smokey and the Bandit! [sweetly] Jerry Reed actually co-starred in the movie as a truck driver named Snowman!",Smokey_and_the_Bandit_UNCLE_BULL,What classic Burt Reynolds movie featured Jerry Reed's massive truck driving anthem East Bound and Down?,Smokey and the Bandit,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Get those daubers ready for this one! [short pause] What is the famous name of Willie Nelson's beat-up acoustic guitar?![long pause] Think about it, who knows what does Willie call his guitar?![long pause] Last call! [short pause] What is the famous name of Willie Nelson's beat-up acoustic guitar?![long pause] The answer we're lookin' for is Trigger! [short pause] That's Trigger! [chuckling] He has played that exact same guitar at almost every single show since 1969!",Trigger_UNCLE_BULL,What is the famous name of Willie Nelson's beat-up acoustic guitar?,Trigger,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] And here we go with this next question! [short pause] What is the name of Johnny Cash's famous backing band?![long pause] Second time around, we're lookin' for who backed up Johnny Cash?![long pause] Final time on this one! [short pause] What is the name of Johnny Cash's famous backing band?![long pause] The answer we need is The Tennessee Three! [short pause] That's The Tennessee Three! [sweetly] Those boys gave him that famous boom-chicka-boom sound that changed music forever!",The_Tennessee_Three_UNCLE_BULL,What is the name of Johnny Cash's famous backing band?,The Tennessee Three,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] And here we go with this next question! [short pause] What was the name of Hank Williams' famous backing band?![long pause] Think about it, who knows who backed up Hank Williams?![long pause] Final time I'm askin'! [short pause] What was the name of Hank Williams' famous backing band?![long pause] The answer we're lookin' for is The Drifting Cowboys! [short pause] That's The Drifting Cowboys! [laughs] They defined the classic honky-tonk sound of the early nineteen fifties!",The_Drifting_Cowboys_UNCLE_BULL,What was the name of Hank Williams' famous backing band?,The Drifting Cowboys,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] Let's see who knows their country history! [short pause] What supergroup featured Cash, Nelson, Jennings, and Kristofferson?![long pause] Think about it, who knows who was the outlaw supergroup?![long pause] Final time I'm askin'! [short pause] What supergroup featured Cash, Nelson, Jennings, and Kristofferson?![long pause] Check those cards for The Highwaymen! [short pause] That's The Highwaymen! [chuckling] They were the ultimate Mount Rushmore of outlaw country music!",The_Highwaymen_UNCLE_BULL,"What supergroup featured Cash, Nelson, Jennings, and Kristofferson?",The Highwaymen,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] Get those daubers ready for this one! [short pause] What genre of country music was pioneered by Bill Monroe?![long pause] Listen close, I'm askin' who pioneered the genre Bluegrass?![long pause] Final time I'm askin'! [short pause] What genre of country music was pioneered by Bill Monroe?![long pause] The answer we're lookin' for is Bluegrass! [short pause] That's Bluegrass! [informative] The style is named after his band, the Blue Grass Boys!",Bluegrass_UNCLE_BULL,What genre of country music was pioneered by Bill Monroe?,Bluegrass,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] What famous mother-daughter duo sang Love Can Build A Bridge?![long pause] Second time around, we're lookin' for who is the famous mother-daughter country duo?![long pause] Final time I'm askin'! [short pause] What famous mother-daughter duo sang Love Can Build A Bridge?![long pause] You should be lookin' for The Judds! [short pause] That's The Judds! [amazed] Naomi and Wynonna scored fourteen number one hits during their incredible run!",The_Judds_UNCLE_BULL,What famous mother-daughter duo sang Love Can Build A Bridge?,The Judds,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] And here we go with this next question! [short pause] Which all-female group officially dropped the word Dixie from their name in 2020?![long pause] Listen close, I'm askin' who dropped the word Dixie from their name?![long pause] Last call! [short pause] Which all-female group officially dropped the word Dixie from their name in 2020?![long pause] You should be lookin' for The Chicks! [short pause] That's The Chicks! [sweetly] They are the best-selling female band and best-selling country group in U.S. history!",The_Chicks_UNCLE_BULL,Which all-female group officially dropped the word Dixie from their name in 2020?,The Chicks,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] Let's see who knows their country history! [short pause] What modern trio officially shortened their name from Antebellum?![long pause] For the second time, who shortened their name from Antebellum?![long pause] Last warning, folks! [short pause] What modern trio officially shortened their name from Antebellum?![long pause] The answer we're lookin' for is Lady A! [short pause] That's Lady A! [laughs] They made the change in 2020 to be more inclusive!",Lady_A_UNCLE_BULL,What modern trio officially shortened their name from Antebellum?,Lady A,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] What supergroup features Miranda Lambert, Ashley Monroe, and Angaleena Presley?![long pause] Listen close, I'm askin' what is Miranda Lambert's supergroup?![long pause] Final time I'm askin'! [short pause] What supergroup features Miranda Lambert, Ashley Monroe, and Angaleena Presley?![long pause] The answer we need is Pistol Annies! [short pause] That's Pistol Annies! [informative] They surprised fans with a debut performance at the Academy of Country Music awards!",Pistol_Annies_UNCLE_BULL,"What supergroup features Miranda Lambert, Ashley Monroe, and Angaleena Presley?",Pistol Annies,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Get those daubers ready for this one! [short pause] Which duo is made up of Tyler Hubbard and Brian Kelley?![long pause] Second time around, we're lookin' for who makes up Florida Georgia Line?![long pause] Third and final time! [short pause] Which duo is made up of Tyler Hubbard and Brian Kelley?![long pause] The right answer is Florida Georgia Line! [short pause] That's Florida Georgia Line! [smiles] Their hit song Cruise broke records for the most weeks at number one!",Florida_Georgia_Line_UNCLE_BULL,Which duo is made up of Tyler Hubbard and Brian Kelley?,Florida Georgia Line,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Get those daubers ready for this one! [short pause] Finish this famous Garth Brooks lyric, I've got friends...?![long pause] For the second time, finish the lyric, I've got friends...?![long pause] Final time on this one! [short pause] Finish this famous Garth Brooks lyric, I've got friends...?![long pause] You should be lookin' for In Low Places! [short pause] That's In Low Places! [laughs] That song famously features the sound of a beer can opening right near the microphone!",In_Low_Places_UNCLE_BULL,"Finish this famous Garth Brooks lyric, I've got friends...?",In Low Places,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[thoughtful] And here we go with this next question! [short pause] Finish this famous Shania Twain lyric, Let's go girls, Man I feel like a...?![long pause] For the second time, finish the lyric, Man I feel like a...?![long pause] Final time I'm askin'! [short pause] Finish this famous Shania Twain lyric, Let's go girls, Man I feel like a...?![long pause] The right answer is Woman! [short pause] That's Woman! [informative] That iconic music video was a direct parody of Robert Palmer's Addicted To Love!",Woman_UNCLE_BULL,"Finish this famous Shania Twain lyric, Let's go girls, Man I feel like a...?",Woman,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Alright, let's keep it movin' with this question! [short pause] Finish this famous Johnny Cash lyric, I fell into a burning ring of...?![long pause] Check your cards, we need to know finish the lyric, I fell into a burning ring of...?![long pause] Third and final time! [short pause] Finish this famous Johnny Cash lyric, I fell into a burning ring of...?![long pause] Check those cards for Fire! [short pause] That's Fire! [chuckling] The song was actually co-written by his wife June Carter Cash!",Fire_UNCLE_BULL,"Finish this famous Johnny Cash lyric, I fell into a burning ring of...?",Fire,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] Alright, let's keep it movin' with this question! [short pause] Finish this Big and Rich lyric, Save a horse, ride a...?![long pause] Second time around, we're lookin' for finish the lyric, Save a horse, ride a...?![long pause] Third and final time! [short pause] Finish this Big and Rich lyric, Save a horse, ride a...?![long pause] You should be lookin' for Cowboy! [short pause] That's Cowboy! [chuckling] The song became a massive crossover hit and a staple at sporting events!",Cowboy_UNCLE_BULL,"Finish this Big and Rich lyric, Save a horse, ride a...?",Cowboy,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Finish this Zac Brown Band lyric, A little bit of chicken...?![long pause] Second time around, we're lookin' for finish the lyric, A little bit of chicken...?![long pause] Final time on this one! [short pause] Finish this Zac Brown Band lyric, A little bit of chicken...?![long pause] The right answer is Fried! [short pause] That's Fried! [laughs] The band is known for their incredible musicianship and multi-genre jam sessions!",Fried_UNCLE_BULL,"Finish this Zac Brown Band lyric, A little bit of chicken...?",Fried,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[chuckling] Alright, let's keep it movin' with this question! [short pause] Finish this Willie Nelson lyric, I just can't wait to get on the road...?![long pause] Second time around, we're lookin' for finish the lyric, I just can't wait to get on the road...?![long pause] Last warning, folks! [short pause] Finish this Willie Nelson lyric, I just can't wait to get on the road...?![long pause] The answer we're lookin' for is Again! [short pause] That's Again! [smiles] He actually wrote the lyrics on an airplane airsickness bag!",Again_UNCLE_BULL,"Finish this Willie Nelson lyric, I just can't wait to get on the road...?",Again,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[playful] And here we go with this next question! [short pause] Finish this Tammy Wynette lyric, Stand by your...?![long pause] Check your cards, we need to know finish the lyric, Stand by your...?![long pause] Final time on this one! [short pause] Finish this Tammy Wynette lyric, Stand by your...?![long pause] The answer we need is Man! [short pause] That's Man! [amazed] It remains one of the best-selling hit singles by a woman in country music history!",Man_UNCLE_BULL,"Finish this Tammy Wynette lyric, Stand by your...?",Man,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"[warmly] Finish this Brooks and Dunn lyric, Get down, turn around, go to town, boot scootin'...?![long pause] Think about it, who knows finish the lyric, boot scootin'...?![long pause] Final time I'm askin'! [short pause] Finish this Brooks and Dunn lyric, Get down, turn around, go to town, boot scootin'...?![long pause] The answer we need is Boogie! [short pause] That's Boogie! [chuckling] They are the best-selling duo in country music history!",Boogie_UNCLE_BULL,"Finish this Brooks and Dunn lyric, Get down, turn around, go to town, boot scootin'...?",Boogie,0.8,0.8,0
